Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1980-12-12,0.09848485141992569,0.09891302266313988,0.09848485141992569,0.09848485141992569,469033600
1980-12-15,0.09334681183099747,0.09377498296096345,0.09334681183099747,0.09377498296096345,175884800
1980-12-16,0.08649536222219467,0.08692352767877394,0.08649536222219467,0.08692352767877394,105728000
1980-12-17,0.08863621205091476,0.08906438327820022,0.08863621205091476,0.08863621205091476,86441600
1980-12-18,0.09120599925518036,0.09163416478981276,0.09120599925518036,0.09120599925518036,73449600
1980-12-19,0.09677214175462723,0.09720031283799871,0.09677214175462723,0.09677214175462723,48630400
1980-12-22,0.10148204863071442,0.10191098599796938,0.10148204863071442,0.10148204863071442,37363200
1980-12-23,0.1057644784450531,0.10619264967023073,0.1057644784450531,0.1057644784450531,46950400
1980-12-24,0.11133068799972534,0.11175885929385894,0.11133068799972534,0.11133068799972534,48003200
1980-12-26,0.12160749733448029,0.12203566863142291,0.12160749733448029,0.12160749733448029,55574400
1980-12-29,0.1233200952410698,0.12374826627466898,0.1233200952410698,0.1233200952410698,93161600
1980-12-30,0.1203230544924736,0.12075121456748926,0.12032305449247362,0.12075121456748926,68880000
1980-12-31,0.11689769476652145,0.1173258662370664,0.11689769476652144,0.1173258662370664,35750400
1981-01-02,0.11818207800388336,0.11903842007734107,0.11818207800388336,0.11818207800388336,21660800
1981-01-05,0.11561314016580582,0.11604130001110441,0.11561314016580582,0.11604130001110441,35728000
1981-01-06,0.11047430336475372,0.11090247449592468,0.11047430336475372,0.11090247449592468,45158400
1981-01-07,0.1057644784450531,0.10619264967023073,0.1057644784450531,0.10619264967023073,55686400
1981-01-08,0.10362366586923599,0.10405182574580936,0.10362366586923599,0.10405182574580936,39827200
1981-01-09,0.10918983072042465,0.1096180019665504,0.10918983072042465,0.10918983072042465,21504000
1981-01-12,0.10833347588777542,0.10918980675803973,0.10833347588777542,0.10918980675803973,23699200
1981-01-13,0.10447999835014343,0.1049081696660803,0.10447999835014343,0.1049081696660803,23049600
1981-01-14,0.10490812361240387,0.10533629474037765,0.10490812361240387,0.10490812361240387,14291200
1981-01-15,0.10704903304576874,0.10790536438944272,0.10704903304576874,0.10704903304576874,14067200
1981-01-16,0.10619265586137772,0.10662082711151821,0.10619265586137772,0.10662082711151821,13395200
1981-01-19,0.1126151829957962,0.11304335426159573,0.1126151829957962,0.1126151829957962,41574400
1981-01-20,0.10918983072042465,0.1096180019665504,0.10918983072042465,0.1096180019665504,30083200
1981-01-21,0.11133068799972534,0.11218701915393123,0.11133068799972534,0.11133068799972534,15904000
1981-01-22,0.1126151829957962,0.11347152552739526,0.1126151829957962,0.1126151829957962,35548800
1981-01-23,0.11218701303005219,0.11304335557157479,0.11218701303005219,0.11261518430081349,11222400
1981-01-26,0.11047430336475372,0.11090247449592468,0.11047430336475372,0.11090247449592468,24640000
1981-01-27,0.10961799323558807,0.11047432422557364,0.10961799323558807,0.11047432422557364,23699200
1981-01-28,0.10619265586137772,0.10662082711151821,0.10619265586137772,0.10662082711151821,28156800
1981-01-29,0.10233918577432632,0.10276735722653026,0.10233918577432632,0.10276735722653026,43904000
1981-01-30,0.09677214175462723,0.09762848392137018,0.09677214175462723,0.09762848392137018,46188800
1981-02-02,0.09120599925518036,0.09163416478981276,0.09120599925518036,0.09163416478981276,23766400
1981-02-03,0.0946313664317131,0.09505953205697863,0.0946313664317131,0.0946313664317131,19152000
1981-02-04,0.09805672615766525,0.09848488611766684,0.09805672615766525,0.09805672615766525,27865600
1981-02-05,0.09805672615766525,0.0989130575117324,0.09805672615766525,0.09805672615766525,7929600
1981-02-06,0.09848485141992569,0.09891302266313988,0.09848485141992569,0.09848485141992569,13865600
1981-02-09,0.09334681183099747,0.09420314837390097,0.09334681183099747,0.09420314837390097,16755200
1981-02-10,0.09334681183099747,0.09377498296096345,0.09334681183099747,0.09334681183099747,18345600
1981-02-11,0.09034968167543411,0.09077784730108603,0.09034968167543411,0.09077784730108603,13843200
1981-02-12,0.08949258178472519,0.08992151925215021,0.08949258178472519,0.08992151925215021,14560000
1981-02-13,0.0873517245054245,0.08820806138709707,0.0873517245054245,0.08820806138709707,11155200
1981-02-17,0.08949258178472519,0.08992151925215021,0.08949258178472519,0.08949258178472519,12275200
1981-02-18,0.09334681183099747,0.09420314837390097,0.09334681183099747,0.09334681183099747,19241600
1981-02-19,0.08777990937232971,0.08820808076574738,0.08777990937232971,0.08820808076574738,22310400
1981-02-20,0.08307003974914551,0.08349821104670388,0.08307003974914551,0.08349821104670388,24371200
1981-02-23,0.08435452729463577,0.08478269851649732,0.08435452729463577,0.08435452729463577,14112000
1981-02-24,0.08135735243558884,0.08221368917097496,0.08135735243558884,0.08221368917097496,16979200
1981-02-25,0.08649536222219467,0.08692352767877394,0.08649536222219467,0.08649536222219467,19488000
1981-02-26,0.08777990937232971,0.08820808076574738,0.08777990937232971,0.08777990937232971,10841600
1981-02-27,0.09077785164117813,0.09163418865045478,0.09077785164117813,0.09077785164117813,14761600
1981-03-02,0.09120599925518036,0.09163416478981276,0.09120599925518036,0.09120599925518036,11760000
1981-03-03,0.0899214819073677,0.09034965311470029,0.0899214819073677,0.09034965311470029,16172800
1981-03-04,0.08906439691781998,0.08949256249364637,0.08906439691781998,0.08949256249364637,13708800
1981-03-05,0.08863621205091476,0.08906438327820022,0.08863621205091476,0.08906438327820022,5376000
1981-03-06,0.08777990937232971,0.08863624644213307,0.08777990937232971,0.08863624644213307,11603200
1981-03-09,0.08092919737100601,0.08135736293544257,0.08092919737100601,0.08135736293544257,15321600
1981-03-10,0.07707496732473373,0.07750313319304401,0.07707496732473373,0.07750313319304401,28380800
1981-03-11,0.07407770305871964,0.07493403958388081,0.07407770305871964,0.07493403958388081,29859200
1981-03-12,0.07707496732473373,0.07750313319304401,0.07707496732473373,0.07707496732473373,59248000
1981-03-13,0.07621857523918152,0.07664674080059158,0.07621857523918152,0.07664674080059158,231302400
1981-03-16,0.07921651005744934,0.08007284675610077,0.07921651005744934,0.07921651005744934,37228800
1981-03-17,0.08307003974914551,0.08392637662723154,0.08307003974914551,0.08307003974914551,43747200
1981-03-18,0.08820804208517075,0.08906437877945736,0.08820804208517075,0.08820804208517075,36937600
1981-03-19,0.0873517245054245,0.08777989008774542,0.0873517245054245,0.08777989008774542,37811200
1981-03-20,0.08820804208517075,0.08906437877945736,0.08820804208517075,0.08820804208517075,14604800
1981-03-23,0.09163413941860199,0.09249047596779862,0.09163413941860199,0.09163413941860199,22019200
1981-03-24,0.09120599925518036,0.09163416478981276,0.09120599925518036,0.09163416478981276,28156800
1981-03-25,0.08949258178472519,0.09034969063730416,0.08949258178472519,0.09034969063730416,7056000
1981-03-26,0.08777990937232971,0.08820808076574738,0.08777990937232971,0.08820808076574738,12275200
1981-03-27,0.08478270471096039,0.08521087024707522,0.08478270471096039,0.08521087024707522,12252800
1981-03-30,0.08478270471096039,0.08563904150022016,0.08478270471096039,0.08478270471096039,9900800
1981-03-31,0.08392636477947235,0.0847827015366706,0.08392636477947235,0.0847827015366706,15993600
1981-04-01,0.08307003974914551,0.08349821104670388,0.08307003974914551,0.08349821104670388,34070400
1981-04-02,0.09034968167543411,0.09077784730108603,0.09034968167543411,0.09034968167543411,31404800
1981-04-03,0.09077785164117813,0.09120602300433224,0.09077785164117813,0.09077785164117813,16486400
1981-04-06,0.08906439691781998,0.08949256249364637,0.08906439691781998,0.08949256249364637,22803200
1981-04-07,0.08820804208517075,0.08863620757379931,0.08820804208517075,0.08863620757379931,10684800
1981-04-08,0.09249048680067062,0.09334682345016498,0.09249048680067062,0.09249048680067062,21952000
1981-04-09,0.0942031666636467,0.09463133787674304,0.0942031666636467,0.0942031666636467,12499200
1981-04-10,0.09548771381378174,0.09591587948574579,0.09548771381378174,0.09548771381378174,33465600
1981-04-13,0.09548771381378174,0.09591587948574579,0.09548771381378174,0.09548771381378174,16060800
1981-04-14,0.09548771381378174,0.09591587948574579,0.09548771381378174,0.09548771381378174,6652800
1981-04-15,0.09077785164117813,0.09120602300433224,0.09077785164117813,0.09120602300433224,34048000
1981-04-16,0.08563905954360962,0.08606722516993513,0.08563905954360962,0.08606722516993513,23878400
1981-04-20,0.08820804208517075,0.08863620757379931,0.08820804208517075,0.08820804208517075,35347200
1981-04-21,0.0942031666636467,0.09463133787674304,0.0942031666636467,0.0942031666636467,28537600
1981-04-22,0.09762853384017944,0.09805670514248077,0.09762853384017944,0.09762853384017944,18995200
1981-04-23,0.10019755363464355,0.10062572500039775,0.10019755363464355,0.10019755363464355,58016000
1981-04-24,0.09934121370315552,0.10019754492617439,0.09934121370315552,0.10019754492617439,35056000
1981-04-27,0.09848485141992569,0.09891302266313988,0.09848485141992569,0.09891302266313988,38528000
1981-04-28,0.09677214175462723,0.09720031283799871,0.09677214175462723,0.09720031283799871,32188800
1981-04-29,0.09548771381378174,0.09591587948574579,0.09548771381378174,0.09591587948574579,13641600
1981-04-30,0.09720040112733841,0.09805674407191717,0.09720040112733841,0.09720040112733841,12611200
1981-05-01,0.09720040112733841,0.09805674407191717,0.09720040112733841,0.09720040112733841,16553600
1981-05-04,0.09677214175462723,0.09720031283799871,0.09677214175462723,0.09720031283799871,14448000
1981-05-05,0.09634401649236679,0.09677217629450113,0.09634401649236679,0.09677217629450113,17539200
1981-05-06,0.09377503395080566,0.09420319959655672,0.09377503395080566,0.09420319959655672,18950400
1981-05-07,0.09505950659513474,0.0954876778227452,0.09505950659513474,0.09505950659513474,9363200
