company_code,news_id,sentiment_score,sentiment_level
BK,3758,0.156688,Somewhat-Bullish
ORCL,3758,-0.010973,Neutral
SCHW,3758,0.080775,Neutral
AMD,3759,0.029978,Neutral
NVDA,3759,0.300829,Somewhat-Bullish
AVGO,3759,0.029978,Neutral
AMD,3760,-0.186914,Somewhat-Bearish
MSFT,3760,-0.483044,Bearish
NVDA,3760,-0.307442,Somewhat-Bearish
ORCL,3760,-0.337676,Somewhat-Bearish
GD,3760,0.112058,Neutral
AMD,3761,0.000000,Neutral
GOOG,3761,0.271979,Somewhat-Bullish
NVDA,3761,0.000000,Neutral
TSLA,3761,0.000000,Neutral
AMD,3762,0.239012,Somewhat-Bullish
NVDA,3762,0.308067,Somewhat-Bullish
ORCL,3762,0.000000,Neutral
AMD,3763,0.475216,Bullish
NVDA,3763,0.359464,Bullish
AMD,3764,-0.481021,Bearish
NVDA,3764,-0.577492,Bearish
ORCL,3764,-0.481021,Bearish
AMD,3765,0.076253,Neutral
NVDA,3765,0.070622,Neutral
AMD,3766,0.005974,Neutral
MSFT,3766,0.101934,Neutral
NVDA,3766,0.005974,Neutral
AMD,3767,0.224218,Somewhat-Bullish
AMD,3768,0.026959,Neutral
NVDA,3768,0.076867,Neutral
AMD,3769,0.351373,Bullish
NVDA,3769,0.333608,Somewhat-Bullish
AVGO,3769,0.379156,Bullish
AMD,3770,0.055296,Neutral
MSFT,3770,0.389470,Bullish
ORCL,3770,0.325156,Somewhat-Bullish
IBM,3770,0.560455,Bullish
AMD,3771,0.000000,Neutral
NVDA,3771,-0.009544,Neutral
SPGI,3771,0.223340,Somewhat-Bullish
AMD,3772,0.258228,Somewhat-Bullish
MSFT,3772,0.043076,Neutral
META,3772,0.043076,Neutral
NVDA,3772,0.136267,Neutral
TSLA,3772,0.043076,Neutral
META,3773,0.297415,Somewhat-Bullish
NVDA,3773,0.240616,Somewhat-Bullish
AAPL,3773,0.325489,Somewhat-Bullish
AVGO,3773,0.277552,Somewhat-Bullish
QCOM,3773,0.236041,Somewhat-Bullish
AMD,3773,0.067330,Neutral
AMD,3774,0.000000,Neutral
GOOG,3774,0.379475,Bullish
NVDA,3774,0.215949,Somewhat-Bullish
AMD,3775,0.496882,Bullish
META,3775,0.310804,Somewhat-Bullish
AMD,3776,0.249286,Somewhat-Bullish
MSFT,3776,0.011016,Neutral
META,3776,0.011016,Neutral
NVDA,3776,-0.083513,Neutral
HD,3776,0.383613,Bullish
PLTR,3776,0.234624,Somewhat-Bullish
AMD,3777,-0.011662,Neutral
META,3777,0.068042,Neutral
NVDA,3777,-0.011662,Neutral
AVGO,3777,0.284775,Somewhat-Bullish
AMD,3778,0.219562,Somewhat-Bullish
ORCL,3778,0.047211,Neutral
GS,3778,0.302640,Somewhat-Bullish
DELL,3778,-0.275155,Somewhat-Bearish
MSFT,3779,-0.041906,Neutral
AMAT,3779,0.000000,Neutral
GOOG,3779,-0.041906,Neutral
NVDA,3779,0.016916,Neutral
AVGO,3779,-0.029319,Neutral
AMD,3779,-0.029319,Neutral
LRCX,3779,0.000000,Neutral
AMD,3780,0.498087,Bullish
NVDA,3780,-0.088979,Neutral
ORCL,3780,-0.093946,Neutral
AMD,3781,0.151762,Somewhat-Bullish
NVDA,3781,0.100653,Neutral
ORCL,3781,0.100653,Neutral
AMD,3782,0.351365,Bullish
CRWD,3782,0.088180,Neutral
AMZN,3782,0.304051,Somewhat-Bullish
AMD,3783,0.204673,Somewhat-Bullish
NVDA,3783,0.292257,Somewhat-Bullish
INTC,3783,0.446727,Bullish
AMD,3784,0.000000,Neutral
SNPS,3784,0.356440,Bullish
CDNS,3784,0.000000,Neutral
AMD,3785,0.109587,Neutral
NVDA,3785,0.109587,Neutral
ORCL,3785,0.125314,Neutral
AAPL,3785,0.147087,Neutral
AVGO,3785,0.109587,Neutral
AMD,3786,0.532750,Bullish
MSFT,3787,0.093928,Neutral
NVDA,3787,0.102226,Neutral
TTD,3787,0.152619,Somewhat-Bullish
AMD,3787,0.102226,Neutral
ORCL,3787,0.093928,Neutral
AMZN,3787,0.081340,Neutral
AMD,3788,0.591644,Bullish
NVDA,3788,0.453733,Bullish
MSFT,3789,0.028877,Neutral
META,3789,0.025999,Neutral
NVDA,3789,0.275580,Somewhat-Bullish
AVGO,3789,0.131933,Neutral
AMD,3789,0.145180,Neutral
MU,3789,0.131933,Neutral
PLTR,3789,0.131933,Neutral
AMD,3790,-0.088110,Neutral
NVDA,3790,0.012556,Neutral
BAC,3790,-0.027355,Neutral
INTC,3790,0.156182,Somewhat-Bullish
MSFT,3791,0.043869,Neutral
META,3791,0.043869,Neutral
NVDA,3791,0.195350,Somewhat-Bullish
AVGO,3791,0.126454,Neutral
AMD,3791,0.121502,Neutral
AMD,3792,0.379233,Bullish
AMD,3793,0.614789,Bullish
GOOG,3793,0.243658,Somewhat-Bullish
NVDA,3793,0.245708,Somewhat-Bullish
AVGO,3793,0.064293,Neutral
DELL,3793,0.243658,Somewhat-Bullish
AMD,3794,0.118799,Neutral
NVDA,3794,0.203357,Somewhat-Bullish
INTC,3794,0.118799,Neutral
SMCI,3794,0.012159,Neutral
AMD,3795,-0.063397,Neutral
NVDA,3795,-0.042256,Neutral
ORCL,3795,0.332740,Somewhat-Bullish
MAR,3795,0.239307,Somewhat-Bullish
AMD,3796,0.246441,Somewhat-Bullish
GOOG,3796,0.000000,Neutral
AVGO,3796,0.411070,Bullish
GS,3796,0.000000,Neutral
AMD,3797,0.263212,Somewhat-Bullish
CVS,3798,0.108181,Neutral
NVDA,3798,-0.002000,Neutral
BAC,3798,-0.163972,Somewhat-Bearish
WFC,3798,0.108272,Neutral
GM,3798,0.132990,Neutral
JNJ,3798,0.164973,Somewhat-Bullish
AMD,3798,-0.003484,Neutral
UPS,3798,0.131685,Neutral
FDX,3798,0.117010,Neutral
GS,3798,0.124547,Neutral
AMD,3799,0.171880,Somewhat-Bullish
ORCL,3799,0.022163,Neutral
AMD,3800,0.172531,Somewhat-Bullish
NVDA,3800,-0.042010,Neutral
ORCL,3800,-0.033731,Neutral
AMD,3801,0.165232,Somewhat-Bullish
META,3801,0.224317,Somewhat-Bullish
NVDA,3801,0.165232,Somewhat-Bullish
GLW,3801,0.177052,Somewhat-Bullish
STX,3801,0.164732,Somewhat-Bullish
AMD,3802,0.175409,Somewhat-Bullish
MU,3802,0.356571,Bullish
NVDA,3802,0.190773,Somewhat-Bullish
AVGO,3802,0.175409,Somewhat-Bullish
AMD,3803,-0.315415,Somewhat-Bearish
NVDA,3803,-0.216143,Somewhat-Bearish
AMD,3804,0.121552,Neutral
NFLX,3804,0.312566,Somewhat-Bullish
NVDA,3804,0.121552,Neutral
AVGO,3804,0.121552,Neutral
TXN,3804,0.179054,Somewhat-Bullish
AMD,3805,0.030396,Neutral
GOOG,3805,0.023467,Neutral
META,3805,0.023467,Neutral
NVDA,3805,0.061535,Neutral
AVGO,3805,0.385936,Bullish
AMD,3806,0.331009,Somewhat-Bullish
NVDA,3806,0.274725,Somewhat-Bullish
MSFT,3807,0.097101,Neutral
NVDA,3807,0.139015,Neutral
AAPL,3807,0.173983,Somewhat-Bullish
AMD,3807,0.204001,Somewhat-Bullish
AMZN,3807,0.097101,Neutral
AMD,3808,0.494222,Bullish
NVDA,3808,0.503699,Bullish
NVDA,3809,0.046003,Neutral
AAPL,3809,0.019817,Neutral
ORCL,3809,0.031457,Neutral
MSFT,3809,-0.002674,Neutral
INTC,3809,0.006556,Neutral
AMD,3809,0.052061,Neutral
AMZN,3809,-0.002674,Neutral
WMT,3809,0.079173,Neutral
GOOG,3810,0.006915,Neutral
NVDA,3810,0.085725,Neutral
AVGO,3810,0.074703,Neutral
AMD,3810,0.369917,Bullish
ORCL,3810,0.007231,Neutral
DELL,3810,0.212646,Somewhat-Bullish
AMD,3811,0.207016,Somewhat-Bullish
NVDA,3811,0.151988,Somewhat-Bullish
AVGO,3811,0.295688,Somewhat-Bullish
AMD,3812,0.052828,Neutral
GOOG,3812,-0.048924,Neutral
META,3812,-0.063879,Neutral
NVDA,3812,-0.034137,Neutral
AVGO,3812,0.052828,Neutral
NVDA,3813,0.077046,Neutral
AVGO,3813,0.171567,Somewhat-Bullish
ALB,3813,0.166997,Somewhat-Bullish
AMD,3813,0.077046,Neutral
MU,3813,0.077046,Neutral
IVZ,3813,0.223094,Somewhat-Bullish
AMD,3814,0.213041,Somewhat-Bullish
NVDA,3815,0.018029,Neutral
BAC,3815,0.128173,Neutral
INTC,3815,-0.003804,Neutral
AMD,3815,-0.013724,Neutral
AMD,3816,0.586462,Bullish
NVDA,3817,0.330663,Somewhat-Bullish
AVGO,3817,0.343318,Somewhat-Bullish
AMD,3817,0.345730,Somewhat-Bullish
ORCL,3817,0.000000,Neutral
ON,3817,0.002066,Neutral
AMD,3818,0.590800,Bullish
AMD,3819,0.077825,Neutral
GOOG,3819,0.000000,Neutral
NVDA,3819,0.077825,Neutral
AVGO,3819,0.120005,Neutral
AMD,3820,0.201539,Somewhat-Bullish
MU,3820,0.000000,Neutral
NVDA,3820,0.201539,Somewhat-Bullish
AVGO,3820,0.249011,Somewhat-Bullish
ON,3820,0.000000,Neutral
AMD,3821,0.232287,Somewhat-Bullish
NVDA,3821,0.037541,Neutral
GS,3821,0.020995,Neutral
AMD,3822,0.235209,Somewhat-Bullish
IVZ,3822,0.599101,Bullish
AVGO,3822,0.235209,Somewhat-Bullish
AMD,3823,0.435539,Bullish
MSFT,3823,0.152883,Somewhat-Bullish
META,3823,0.152883,Somewhat-Bullish
NVDA,3823,0.383448,Bullish
AMD,3824,0.150147,Somewhat-Bullish
NVDA,3824,0.201753,Somewhat-Bullish
AVGO,3824,0.159635,Somewhat-Bullish
AMD,3825,0.136864,Neutral
NVDA,3825,0.348959,Somewhat-Bullish
AVGO,3825,0.061335,Neutral
AMD,3826,0.385811,Bullish
AMD,3827,0.383847,Bullish
MU,3827,-0.042078,Neutral
PEP,3827,0.182353,Somewhat-Bullish
MNST,3827,0.149324,Neutral
TGT,3828,-0.038248,Neutral
AMAT,3828,0.000000,Neutral
NVDA,3828,0.019743,Neutral
AAPL,3828,-0.076004,Neutral
CVX,3828,-0.123732,Neutral
SLB,3828,-0.123732,Neutral
COST,3828,0.001069,Neutral
TSLA,3828,-0.059027,Neutral
QCOM,3828,0.016140,Neutral
INTC,3828,0.000000,Neutral
AMD,3828,0.019743,Neutral
BBY,3828,0.001069,Neutral
WMT,3828,0.001069,Neutral
AMD,3829,0.227597,Somewhat-Bullish
NVDA,3829,0.045448,Neutral
GS,3829,0.234975,Somewhat-Bullish
AMD,3830,0.007988,Neutral
MSFT,3830,0.007988,Neutral
NVDA,3830,0.007988,Neutral
AMZN,3830,0.007988,Neutral
AMD,3831,0.345960,Somewhat-Bullish
WBD,3831,-0.268364,Somewhat-Bearish
FAST,3831,0.000000,Neutral
AMD,3832,0.529585,Bullish
MSFT,3832,0.003011,Neutral
NVDA,3832,0.177847,Somewhat-Bullish
PLTR,3832,0.130309,Neutral
AMD,3833,-0.027306,Neutral
MSFT,3833,0.191694,Somewhat-Bullish
NVDA,3833,0.008278,Neutral
INTC,3833,0.135059,Neutral
MSFT,3834,0.037530,Neutral
NVDA,3834,0.063063,Neutral
TSLA,3834,0.033420,Neutral
AMD,3834,0.000000,Neutral
ORCL,3834,0.000000,Neutral
AMZN,3834,0.000000,Neutral
GOOG,3835,0.000000,Neutral
META,3835,0.000000,Neutral
NVDA,3835,0.000000,Neutral
AMD,3835,0.000000,Neutral
MCO,3835,0.021936,Neutral
ORCL,3835,0.273482,Somewhat-Bullish
SPGI,3835,0.021936,Neutral
AMD,3836,0.463921,Bullish
NVDA,3836,0.192846,Somewhat-Bullish
AMD,3837,0.456579,Bullish
NVDA,3837,0.510053,Bullish
AMD,3838,0.168095,Somewhat-Bullish
GOOG,3838,0.199660,Somewhat-Bullish
META,3838,0.000000,Neutral
NVDA,3838,0.080113,Neutral
AMD,3839,0.330832,Somewhat-Bullish
MSFT,3839,0.000000,Neutral
META,3839,0.000000,Neutral
NVDA,3839,0.000000,Neutral
AVGO,3839,0.000000,Neutral
AMD,3840,0.355718,Bullish
DELL,3840,0.114632,Neutral
GOOG,3841,0.103642,Neutral
META,3841,-0.144804,Neutral
NVDA,3841,0.198813,Somewhat-Bullish
AAPL,3841,0.139812,Neutral
AVGO,3841,0.025913,Neutral
CSCO,3841,0.206496,Somewhat-Bullish
F,3841,0.013996,Neutral
GM,3841,0.046142,Neutral
MSFT,3841,0.041408,Neutral
TSLA,3841,0.099658,Neutral
AMD,3841,0.000000,Neutral
AMD,3842,0.200297,Somewhat-Bullish
NVDA,3842,0.078001,Neutral
PLTR,3842,0.220539,Somewhat-Bullish
AMD,3843,0.224241,Somewhat-Bullish
NVDA,3843,0.167600,Somewhat-Bullish
AVGO,3843,0.113892,Neutral
MS,3843,-0.005000,Neutral
MSFT,3844,0.090060,Neutral
AMAT,3844,-0.024127,Neutral
NVDA,3844,0.185312,Somewhat-Bullish
AVGO,3844,0.126457,Neutral
AMD,3844,0.111441,Neutral
LRCX,3844,-0.024127,Neutral
TXN,3844,0.046392,Neutral
AMD,3845,0.461833,Bullish
NVDA,3845,0.203045,Somewhat-Bullish
C,3845,0.047023,Neutral
AMD,3846,0.368529,Bullish
MSFT,3846,0.044121,Neutral
META,3846,0.044121,Neutral
NVDA,3846,0.100355,Neutral
AMD,3847,0.054532,Neutral
NVDA,3847,0.443965,Bullish
GS,3847,0.182594,Somewhat-Bullish
GOOG,3848,-0.007916,Neutral
META,3848,-0.060344,Neutral
NVDA,3848,0.180825,Somewhat-Bullish
MSFT,3848,0.030825,Neutral
TSLA,3848,0.061053,Neutral
AMD,3848,0.057802,Neutral
NVDA,3849,0.090286,Neutral
AAPL,3849,0.017000,Neutral
BAC,3849,0.017000,Neutral
INTC,3849,0.040895,Neutral
AMD,3849,0.054699,Neutral
MSFT,3850,0.144233,Neutral
META,3850,0.144233,Neutral
NVDA,3850,0.156695,Somewhat-Bullish
TSLA,3850,0.144233,Neutral
F,3850,-0.011127,Neutral
GM,3850,-0.011127,Neutral
AMD,3850,0.135856,Neutral
AMD,3851,0.384951,Bullish
AMD,3852,-0.491032,Bearish
NVDA,3852,-0.585034,Bearish
AMD,3853,0.114124,Neutral
GOOG,3853,0.059859,Neutral
NVDA,3853,0.111610,Neutral
GS,3853,0.003001,Neutral
AMD,3854,0.086116,Neutral
NVDA,3854,0.361586,Bullish
AVGO,3854,0.250569,Somewhat-Bullish
INTC,3854,0.480087,Bullish
TER,3855,0.036210,Neutral
GOOG,3855,0.081429,Neutral
META,3855,0.077354,Neutral
NVDA,3855,0.062651,Neutral
AVGO,3855,0.062651,Neutral
ORCL,3855,0.062651,Neutral
MSFT,3855,0.062651,Neutral
TSLA,3855,0.081429,Neutral
AMD,3855,0.081429,Neutral
AMD,3856,0.427451,Bullish
MSFT,3856,0.038219,Neutral
NVDA,3856,0.174984,Somewhat-Bullish
AMD,3857,0.196045,Somewhat-Bullish
NVDA,3857,0.049894,Neutral
AMD,3858,0.082121,Neutral
MSFT,3859,0.126149,Neutral
META,3859,0.000000,Neutral
NVDA,3859,0.430580,Bullish
AVGO,3859,0.199000,Somewhat-Bullish
AMD,3859,0.364994,Bullish
ORCL,3859,-0.041354,Neutral
AMZN,3859,-0.041354,Neutral
MSFT,3860,-0.082653,Neutral
META,3860,-0.082653,Neutral
NVDA,3860,0.242068,Somewhat-Bullish
AMD,3860,-0.082653,Neutral
HPQ,3860,0.154209,Somewhat-Bullish
HPE,3860,0.154209,Somewhat-Bullish
DELL,3860,0.579535,Bullish
AMD,3861,0.025184,Neutral
NVDA,3861,0.365648,Bullish
INTC,3861,0.000000,Neutral
AMD,3862,0.243454,Somewhat-Bullish
NVDA,3862,0.063631,Neutral
SPGI,3862,0.018103,Neutral
AMD,3863,-0.308460,Somewhat-Bearish
NVDA,3863,-0.308460,Somewhat-Bearish
GD,3863,0.126646,Neutral
MSFT,3864,0.101374,Neutral
AMAT,3864,0.064534,Neutral
NVDA,3864,0.187422,Somewhat-Bullish
AVGO,3864,0.174714,Somewhat-Bullish
AMD,3864,0.298817,Somewhat-Bullish
LRCX,3864,0.064534,Neutral
ORCL,3864,0.101374,Neutral
GOOG,3865,0.000000,Neutral
META,3865,0.000000,Neutral
NVDA,3865,0.149722,Neutral
UAL,3865,0.128337,Neutral
AAPL,3865,-0.162011,Somewhat-Bearish
AVGO,3865,0.089471,Neutral
IVZ,3865,0.209145,Somewhat-Bullish
LUV,3865,0.134664,Neutral
DAL,3865,0.134664,Neutral
MSFT,3865,0.000000,Neutral
TSLA,3865,-0.143994,Neutral
AMD,3865,0.089471,Neutral
PEP,3865,0.128337,Neutral
AMD,3866,0.314081,Somewhat-Bullish
AVGO,3866,0.328048,Somewhat-Bullish
AMD,3867,0.269263,Somewhat-Bullish
NVDA,3867,0.194214,Somewhat-Bullish
INTC,3867,0.215530,Somewhat-Bullish
MSFT,3868,-0.028844,Neutral
GOOG,3868,-0.028844,Neutral
NVDA,3868,0.033922,Neutral
AVGO,3868,0.223493,Somewhat-Bullish
SMCI,3868,-0.010616,Neutral
AMD,3868,0.076485,Neutral
AMD,3869,0.367191,Bullish
NVDA,3869,0.232386,Somewhat-Bullish
INTU,3869,0.393230,Bullish
WDAY,3869,0.273479,Somewhat-Bullish
NVDA,3870,0.178785,Somewhat-Bullish
AVGO,3870,0.080064,Neutral
CSCO,3870,0.139364,Neutral
AMD,3870,0.197438,Somewhat-Bullish
AMD,3871,0.071569,Neutral
NVDA,3871,0.048404,Neutral
AAPL,3871,0.026536,Neutral
AMD,3872,0.010868,Neutral
MU,3872,0.010868,Neutral
PEP,3872,-0.025602,Neutral
IVZ,3872,0.077430,Neutral
DAL,3872,0.066582,Neutral
AMD,3873,0.045865,Neutral
MSFT,3873,0.130840,Neutral
GOOG,3873,0.129491,Neutral
NVDA,3873,0.254396,Somewhat-Bullish
AMD,3874,0.000000,Neutral
NVDA,3874,0.031226,Neutral
AVGO,3874,0.000000,Neutral
AMD,3875,0.348559,Somewhat-Bullish
MU,3875,0.016000,Neutral
WBD,3875,-0.116501,Neutral
PEP,3875,0.000000,Neutral
DAL,3875,0.000000,Neutral
AMD,3876,0.305824,Somewhat-Bullish
NVDA,3876,0.412804,Bullish
AMD,3877,0.127169,Neutral
MSFT,3877,0.135583,Neutral
NFLX,3877,0.060631,Neutral
AMZN,3877,0.056769,Neutral
AMD,3878,0.081211,Neutral
AMD,3879,0.504339,Bullish
NVDA,3879,0.000000,Neutral
AVGO,3879,0.000000,Neutral
INTC,3879,0.304282,Somewhat-Bullish
AMD,3880,0.000000,Neutral
NVDA,3880,0.000000,Neutral
AVGO,3880,0.000000,Neutral
AMD,3881,0.106158,Neutral
MSFT,3881,0.114240,Neutral
NVDA,3881,0.133214,Neutral
AMZN,3881,0.000000,Neutral
AMD,3882,0.396868,Bullish
NVDA,3882,0.112421,Neutral
AVGO,3882,0.112421,Neutral
BAC,3882,0.103975,Neutral
INTC,3882,0.268809,Somewhat-Bullish
AMD,3883,-0.186380,Somewhat-Bearish
AMD,3884,0.180668,Somewhat-Bullish
GOOG,3884,0.014994,Neutral
META,3884,0.014994,Neutral
NVDA,3884,0.051074,Neutral
AMD,3885,0.425029,Bullish
NVDA,3885,0.136379,Neutral
GS,3885,0.149589,Neutral
WFC,3885,0.175586,Somewhat-Bullish
MS,3885,0.175586,Somewhat-Bullish
AMD,3886,0.273939,Somewhat-Bullish
AMD,3887,-0.056999,Neutral
NVDA,3887,0.084417,Neutral
IVZ,3887,0.217962,Somewhat-Bullish
INTC,3887,-0.135542,Neutral
AMD,3888,-0.286693,Somewhat-Bearish
AMD,3889,-0.168324,Somewhat-Bearish
NVDA,3889,-0.138383,Neutral
ORCL,3889,-0.101457,Neutral
IVZ,3889,0.213851,Somewhat-Bullish
AMD,3890,-0.030394,Neutral
NVDA,3890,0.068945,Neutral
AVGO,3890,0.000000,Neutral
PAYX,3890,0.146642,Neutral
AMD,3891,0.107532,Neutral
NVDA,3891,0.404036,Bullish
AMD,3892,0.107851,Neutral
INTC,3892,0.277563,Somewhat-Bullish
MSFT,3893,0.088657,Neutral
GOOG,3893,0.088657,Neutral
META,3893,0.000000,Neutral
NVDA,3893,0.000000,Neutral
AMD,3893,0.000000,Neutral
LLY,3893,0.174276,Somewhat-Bullish
ORCL,3893,0.121451,Neutral
PLTR,3893,0.134728,Neutral
AMD,3894,0.209501,Somewhat-Bullish
MSFT,3894,0.072521,Neutral
NVDA,3894,0.100806,Neutral
TSLA,3894,-0.172705,Somewhat-Bearish
AMD,3895,-0.491032,Bearish
NVDA,3895,-0.585034,Bearish
AMD,3896,0.014588,Neutral
NVDA,3896,0.092613,Neutral
NVDA,3897,-0.064978,Neutral
BAC,3897,-0.064978,Neutral
AMD,3897,-0.064978,Neutral
WBD,3897,-0.320075,Somewhat-Bearish
ORCL,3897,-0.064978,Neutral
GS,3897,-0.064978,Neutral
AMD,3898,0.000000,Neutral
META,3898,0.000000,Neutral
NVDA,3898,0.061882,Neutral
TSLA,3898,0.063000,Neutral
GS,3898,0.083003,Neutral
AMD,3899,0.138272,Neutral
NVDA,3899,0.322103,Somewhat-Bullish
AVGO,3899,0.065985,Neutral
BAC,3899,-0.174949,Somewhat-Bearish
NVDA,3900,0.275537,Somewhat-Bullish
AVGO,3900,0.182099,Somewhat-Bullish
AMD,3900,0.187837,Somewhat-Bullish
MU,3900,0.187837,Somewhat-Bullish
AMD,3901,0.270221,Somewhat-Bullish
AMD,3902,0.271995,Somewhat-Bullish
NVDA,3902,0.107485,Neutral
AVGO,3902,0.107485,Neutral
BAC,3902,0.194757,Somewhat-Bullish
AMD,3903,0.150131,Somewhat-Bullish
AMD,3904,0.142763,Neutral
AMD,3905,0.141371,Neutral
FITB,3905,0.136648,Neutral
NVDA,3905,0.103343,Neutral
AMD,3906,0.236156,Somewhat-Bullish
NVDA,3906,0.116847,Neutral
AVGO,3906,0.150273,Somewhat-Bullish
IVZ,3906,0.000000,Neutral
AMD,3907,0.029860,Neutral
NVDA,3907,0.248031,Somewhat-Bullish
INTC,3907,0.241086,Somewhat-Bullish
AMD,3908,0.036136,Neutral
AMD,3909,0.091462,Neutral
MSFT,3909,0.091462,Neutral
NVDA,3909,0.091462,Neutral
CBOE,3909,0.111668,Neutral
AVGO,3909,0.091462,Neutral
TSLA,3909,0.091462,Neutral
AMD,3910,0.152775,Somewhat-Bullish
NVDA,3910,0.011444,Neutral
BAC,3910,0.000000,Neutral
C,3911,0.002785,Neutral
SW,3911,0.094238,Neutral
WFC,3911,0.094238,Neutral
DLTR,3911,0.011109,Neutral
AMD,3911,0.269090,Somewhat-Bullish
AXP,3911,0.249918,Somewhat-Bullish
EOG,3911,0.251260,Somewhat-Bullish
AMD,3912,0.316630,Somewhat-Bullish
NFLX,3912,0.434239,Bullish
AMD,3913,0.008000,Neutral
NVDA,3913,0.196118,Somewhat-Bullish
AMD,3914,0.339118,Somewhat-Bullish
NVDA,3914,0.121145,Neutral
AAPL,3915,0.244672,Somewhat-Bullish
INTC,3915,0.244672,Somewhat-Bullish
AMD,3915,0.059020,Neutral
IVZ,3915,0.201895,Somewhat-Bullish
GOOG,3916,-0.028322,Neutral
META,3916,-0.007781,Neutral
NVDA,3916,0.251893,Somewhat-Bullish
SMCI,3916,-0.028322,Neutral
AMD,3916,0.181732,Somewhat-Bullish
HPQ,3916,-0.028322,Neutral
HPE,3916,-0.028322,Neutral
DELL,3916,-0.028322,Neutral
AMD,3917,0.406171,Bullish
GOOG,3917,0.195890,Somewhat-Bullish
META,3917,0.195890,Somewhat-Bullish
NVDA,3917,0.344741,Somewhat-Bullish
AVGO,3917,0.406177,Bullish
AMD,3918,0.238048,Somewhat-Bullish
NVDA,3918,0.140383,Neutral
AMD,3919,-0.015000,Neutral
NVDA,3919,0.166835,Somewhat-Bullish
AVGO,3919,-0.015000,Neutral
AMD,3920,0.233468,Somewhat-Bullish
IVZ,3920,0.226965,Somewhat-Bullish
AMD,3921,0.186855,Somewhat-Bullish
WBD,3921,-0.185026,Somewhat-Bearish
AMD,3922,0.172018,Somewhat-Bullish
NVDA,3922,0.074552,Neutral
NVDA,3923,0.129798,Neutral
AMD,3923,0.129798,Neutral
EXPE,3923,0.048907,Neutral
BKNG,3923,0.000000,Neutral
AMD,3924,0.271893,Somewhat-Bullish
AMD,3925,0.362774,Bullish
NVDA,3925,0.000000,Neutral
AMD,3926,0.378177,Bullish
MSFT,3926,0.120298,Neutral
NVDA,3926,0.277479,Somewhat-Bullish
AVGO,3926,0.000000,Neutral
AMD,3927,-0.012008,Neutral
NVDA,3927,0.278243,Somewhat-Bullish
AVGO,3927,-0.012008,Neutral
TSLA,3927,0.029444,Neutral
GOOG,3928,-0.060041,Neutral
META,3928,-0.067049,Neutral
NVDA,3928,-0.062043,Neutral
CRWD,3928,-0.070053,Neutral
TSLA,3928,0.061766,Neutral
CAT,3928,-0.081068,Neutral
AMD,3928,0.057037,Neutral
PLTR,3928,0.041022,Neutral
AMD,3929,0.195092,Somewhat-Bullish
NVDA,3929,0.231945,Somewhat-Bullish
ORCL,3929,0.057920,Neutral
SPGI,3929,0.137234,Neutral
AMD,3930,0.233598,Somewhat-Bullish
NVDA,3930,0.035630,Neutral
MSFT,3931,0.139298,Neutral
GOOG,3931,-0.142287,Neutral
META,3931,-0.142287,Neutral
NVDA,3931,-0.107324,Neutral
AAPL,3931,0.000000,Neutral
TSLA,3931,0.139298,Neutral
AMD,3931,0.189286,Somewhat-Bullish
IVZ,3931,0.305559,Somewhat-Bullish
AMD,3932,0.253262,Somewhat-Bullish
NVDA,3932,0.095471,Neutral
SMCI,3932,0.495879,Bullish
AMD,3933,0.540380,Bullish
NVDA,3933,0.216124,Somewhat-Bullish
AMD,3934,0.130488,Neutral
NVDA,3934,0.225382,Somewhat-Bullish
AMD,3935,0.285026,Somewhat-Bullish
PLTR,3935,0.158406,Somewhat-Bullish
AMD,3936,0.412554,Bullish
IVZ,3936,0.237761,Somewhat-Bullish
AMD,3937,0.294366,Somewhat-Bullish
AMD,3938,0.324411,Somewhat-Bullish
NVDA,3938,0.179849,Somewhat-Bullish
FITB,3939,0.117569,Neutral
AMD,3939,0.089198,Neutral
AMD,3940,0.379233,Bullish
AMD,3941,0.173379,Somewhat-Bullish
NVDA,3941,0.192898,Somewhat-Bullish
AMD,3942,0.044555,Neutral
NVDA,3942,0.280254,Somewhat-Bullish
INTC,3942,0.252268,Somewhat-Bullish
AMD,3943,0.298958,Somewhat-Bullish
PLTR,3943,0.160562,Somewhat-Bullish
AMD,3944,0.394880,Bullish
NVDA,3944,0.181848,Somewhat-Bullish
AMD,3945,0.122397,Neutral
AMD,3946,0.129672,Neutral
AMD,3947,0.060813,Neutral
MSFT,3947,0.290943,Somewhat-Bullish
MU,3947,0.210002,Somewhat-Bullish
AVGO,3947,-0.081247,Neutral
AMD,3948,0.354129,Bullish
SW,3949,-0.257682,Somewhat-Bearish
AMD,3949,0.193020,Somewhat-Bullish
AMD,3950,0.355746,Bullish
BAC,3950,0.131197,Neutral
AVGO,3950,0.045581,Neutral
AMD,3951,0.091251,Neutral
NVDA,3951,0.159507,Somewhat-Bullish
AVGO,3951,0.159507,Somewhat-Bullish
AMD,3952,0.070838,Neutral
NVDA,3952,0.297716,Somewhat-Bullish
AMD,3953,-0.013003,Neutral
NVDA,3953,0.087451,Neutral
AVGO,3953,-0.013003,Neutral
AMD,3954,0.109078,Neutral
MSFT,3954,0.159361,Somewhat-Bullish
META,3954,0.159361,Somewhat-Bullish
NVDA,3954,0.228361,Somewhat-Bullish
INTC,3954,0.109078,Neutral
AMD,3955,0.126922,Neutral
META,3955,0.125217,Neutral
